date,hour,Load_kWh,PV_kWh,P1 (PV_GR),P2 (PV_LD),P3 (GR_LD),P4 (PV_BAT),P5 (BAT_LD),P6 (FC_BAT),P7 (BAT_EL),P8 (EL_FT),P9 (FT_FC),P10 (FC_WT),P11 (WT_EL)
15/05/2017,0,1.88,0,0.228111336,0,1.309721661,0,0.570278339,0,3.88E-26,0.045081584,0,0.039343928,0
15/05/2017,1,1.14,0,0.148695652,0,0.76826087,0,0.37173913,0,3.67E-14,7.78E-07,0,5.92E-07,0
15/05/2017,2,1.22,0,0.159130435,0,0.822173913,0,0.397826087,0,3.24E-14,7.59E-07,0,5.83E-07,0
15/05/2017,3,1.06,0,0.13826087,0,0.714347826,0,0.345652174,0,9.86E-14,1.29E-06,0,9.96E-07,0
15/05/2017,4,0.97,0,0.126521739,0,0.653695652,0,0.316304348,0,9.83E-14,1.14E-06,0,8.86E-07,0
15/05/2017,5,1.02,0,0.133043478,0,0.687391304,0,0.332608696,0,2.23E-14,5.86E-07,0,4.56E-07,0
15/05/2017,6,1.07,0,0.139565217,0,0.721086957,0,0.348913043,0,7.70E-14,1.16E-06,0,8.89E-07,0
15/05/2017,7,1.06,0,0.13826087,0,0.714347826,0,0.345652174,0,9.86E-14,1.29E-06,0,9.96E-07,0
15/05/2017,8,1.01,0.152678,0.111824609,0.152678,0.577760478,0,0.279561522,0,2.18E-14,5.29E-07,0,4.06E-07,0
15/05/2017,9,1.21,1.00908,0.031152797,0.971161893,0.160956116,0,0.077881991,0,2.92E-13,1.06E-06,0,7.95E-07,0
15/05/2017,10,0.6,0.34395,0.033397826,0.34395,0.172555435,0,0.083494565,0,9.13E-14,6.12E-07,0,4.71E-07,0
15/05/2017,11,0.42,0.344316,0.011470879,0.332056595,0.059266208,0,0.028677197,0,3.41E-13,7.10E-07,0,5.49E-07,0
15/05/2017,12,0.55,1.288437,0.255033321,0.55,3.76E-14,0.637583304,0,4.24E-14,0,0,4.94E-07,0,5.92E-07
15/05/2017,13,3.3,0.111511,0.325618764,0.111511,2.374442089,0,0.814046911,0,3.22E-19,0.237901976,0,0.207623542,0
15/05/2017,14,0.4,0.089999,0.040434913,0.089999,0.208913717,0,0.101087283,0,6.33E-14,5.75E-07,0,4.44E-07,0
15/05/2017,15,1.87,0.52317,0.175673478,0.52317,0.907646304,0,0.439183696,0,7.42E-14,1.29E-06,0,1.01E-06,0
15/05/2017,16,0.99,0,0.129130435,0,0.667173913,0,0.322826087,0,9.41E-14,1.15E-06,0,8.90E-07,0
15/05/2017,17,3.81,0,0.371933207,0,2.880166982,0,0.929833018,0,1.95E-27,0.329488526,0,0.287553623,0
15/05/2017,18,2.38,0,0.265370888,0,1.71657278,0,0.66342722,0,4.35E-16,0.118762139,0,0.103646958,0
15/05/2017,19,2.43,0,0.269096843,0,1.757257892,0,0.672742108,0,1.43E-16,0.126130195,0,0.110077261,0
15/05/2017,20,1.4,0,0.182608696,0,0.943478261,0,0.456521739,0,2.44E-14,7.34E-07,0,5.62E-07,0
15/05/2017,21,1.88,0,0.228111336,0,1.309721661,0,0.570278339,0,3.88E-26,0.045081584,0,0.039343928,0
15/05/2017,22,2.24,0,0.254938213,0,1.602654467,0,0.637345533,0,2.47E-25,0.098131584,0,0.085642109,0
15/05/2017,23,2.26,0,0.256428595,0,1.618928511,0,0.641071489,0,2.76E-26,0.101078806,0,0.088214231,0
16/05/2017,0,0.98,0,0.127826087,0,0.660434783,0,0.319565217,0,9.62E-14,1.15E-06,0,8.88E-07,0
16/05/2017,1,1.03,0,0.134347826,0,0.694130435,0,0.335869565,0,1.13E-13,1.35E-06,0,1.05E-06,0
16/05/2017,2,0.99,0,0.129130435,0,0.667173913,0,0.322826087,0,9.41E-14,1.15E-06,0,8.90E-07,0
16/05/2017,3,0.91,0,0.118695652,0,0.61326087,0,0.29673913,0,3.64E-14,6.61E-07,0,5.05E-07,0
16/05/2017,4,0.94,0,0.122608696,0,0.633478261,0,0.306521739,0,3.24E-14,6.36E-07,0,4.87E-07,0
16/05/2017,5,1.02,0,0.133043478,0,0.687391304,0,0.332608696,0,2.23E-14,5.86E-07,0,4.56E-07,0
16/05/2017,6,1.24,0,0.16173913,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
16/05/2017,7,3.29,0,0.333183273,0,2.457041817,0,0.832958183,0,1.22E-19,0.252860749,0,0.220678472,0
16/05/2017,8,2.62,0.44952,0.249757645,0.44952,1.546085887,0,0.624394113,0,6.80E-16,0.087887039,0,0.076701416,0
16/05/2017,9,2.86,1.408163,0.189370043,1.408163,0.978411891,0,0.473425109,0,4.55E-14,1.05E-06,0,8.05E-07,0
16/05/2017,10,1.84,2.012219,0.214862754,1.475062115,0.364937885,0.537156885,0,3.21E-14,0,0,7.10E-07,0,6.16E-07
16/05/2017,11,2.09,2.238357,0.234758754,1.651460115,0.438539885,0.586896885,0,1.05E-14,0,0,4.09E-07,0,3.66E-07
16/05/2017,12,2.34,2.294772,0.022262471,2.169321057,0.115022766,0,0.055656177,0,2.17E-13,7.85E-07,0,6.07E-07,0
16/05/2017,13,1.31,2.117918,0.301795071,1.31,5.92E-14,0.754487679,0,1.83E-14,0,0,4.38E-07,0,4.93E-07
16/05/2017,14,0.27,1.643329,0.45010575,0.27,3.88E-15,1.125264375,0,6.64E-15,0,0,5.41E-07,0,4.49E-07
16/05/2017,15,0.24,0.856385,0.205838036,0.24,9.29E-15,0.514595089,0,1.39E-14,0,0,4.30E-07,0,3.90E-07
16/05/2017,16,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
16/05/2017,17,0.31,0,0.040434783,0,0.208913043,0,0.101086957,0,8.52E-14,5.97E-07,0,4.59E-07,0
16/05/2017,18,0.32,0,0.04173913,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
16/05/2017,19,0.73,0,0.095217391,0,0.491956522,0,0.238043478,0,5.13E-14,7.22E-07,0,5.65E-07,0
16/05/2017,20,1.07,0,0.139565217,0,0.721086957,0,0.348913043,0,7.70E-14,1.16E-06,0,8.89E-07,0
16/05/2017,21,1.47,0,0.19173913,0,0.990652174,0,0.479347826,0,2.66E-14,7.59E-07,0,5.81E-07,0
16/05/2017,22,1.85,0,0.225875763,0,1.285310594,0,0.564689406,0,6.81E-24,0.040660751,0,0.035485746,0
16/05/2017,23,2.13,0,0.246741112,0,1.51314722,0,0.61685278,0,5.83E-20,0.081921862,0,0.071495443,0
17/05/2017,0,1.28,0,0.166956522,0,0.862608696,0,0.417391304,0,2.74E-14,7.16E-07,0,5.49E-07,0
17/05/2017,1,1.14,0,0.148695652,0,0.76826087,0,0.37173913,0,3.67E-14,7.78E-07,0,5.92E-07,0
17/05/2017,2,1.15,0,0.15,0,0.775,0,0.375,0,4.69E-14,8.93E-07,0,6.89E-07,0
17/05/2017,3,1.18,0,0.153913043,0,0.795217391,0,0.384782609,0,5.49E-14,9.75E-07,0,7.45E-07,0
17/05/2017,4,0.8,0,0.104347826,0,0.539130435,0,0.260869565,0,2.95E-14,5.68E-07,0,4.40E-07,0
17/05/2017,5,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
17/05/2017,6,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
17/05/2017,7,1.63,0,0.20948156,0,1.106296101,0,0.523703899,0,1.11E-21,0.008241307,0,0.007192413,0
17/05/2017,8,0.42,0.485055,0.05410918,0.349782049,0.070217951,0.135272951,0,1.00E-13,0,0,5.19E-07,0,4.92E-07
17/05/2017,9,2.99,1.421604,0.204536564,1.421604,1.057054591,0,0.511341409,0,3.10E-17,9.71E-05,0,8.47E-05,0
17/05/2017,10,1.09,2.099172,0.359412429,1.09,1.07E-14,0.898531071,0,8.60E-15,0,0,6.41E-07,0,5.01E-07
17/05/2017,11,2.89,2.367157,0.079159029,2.283114112,0.408988316,0,0.197897572,0,3.27E-14,5.79E-07,0,4.54E-07,0
17/05/2017,12,2.2,2.40842,0.257394098,1.764934754,0.435065246,0.643485246,0,2.18E-14,0,0,6.55E-07,0,5.52E-07
17/05/2017,13,2.01,2.278684,0.250560787,1.652282033,0.357717967,0.626401967,0,2.00E-14,0,0,5.99E-07,0,5.09E-07
17/05/2017,14,0.3,1.736015,0.471219107,0.3,1.31E-14,1.178047768,0,2.23E-14,0,0,7.24E-07,0,7.64E-07
17/05/2017,15,0.33,1.011249,0.229580036,0.33,6.98E-15,0.573950089,0,9.76E-15,0,0,2.24E-07,0,2.83E-07
17/05/2017,16,0.26,0,0.033913043,0,0.175217391,0,0.084782609,0,1.03E-13,6.25E-07,0,4.83E-07,0
17/05/2017,17,0.32,0,0.04173913,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
17/05/2017,18,0.41,0,0.053478261,0,0.276304348,0,0.133695652,0,9.39E-14,7.50E-07,0,5.84E-07,0
17/05/2017,19,0.94,0,0.122608696,0,0.633478261,0,0.306521739,0,3.24E-14,6.36E-07,0,4.87E-07,0
17/05/2017,20,1.22,0,0.159130435,0,0.822173913,0,0.397826087,0,3.24E-14,7.59E-07,0,5.83E-07,0
17/05/2017,21,1.32,0,0.172173913,0,0.889565217,0,0.430434783,0,3.24E-14,7.84E-07,0,5.96E-07,0
17/05/2017,22,1.44,0,0.187826087,0,0.970434783,0,0.469565217,0,2.60E-14,7.90E-07,0,6.06E-07,0
17/05/2017,23,1.54,0,0.200869565,0,1.037826087,0,0.502173913,0,2.01E-14,6.22E-07,0,4.73E-07,0
18/05/2017,0,1.41,0,0.183913043,0,0.950217391,0,0.459782609,0,2.32E-14,7.43E-07,0,5.72E-07,0
18/05/2017,1,1.16,0,0.151304348,0,0.78173913,0,0.37826087,0,4.43E-14,8.71E-07,0,6.72E-07,0
18/05/2017,2,1.22,0,0.159130435,0,0.822173913,0,0.397826087,0,3.24E-14,7.59E-07,0,5.83E-07,0
18/05/2017,3,1.16,0,0.151304348,0,0.78173913,0,0.37826087,0,4.43E-14,8.71E-07,0,6.72E-07,0
18/05/2017,4,1.1,0,0.143478261,0,0.741304348,0,0.358695652,0,8.04E-14,1.18E-06,0,9.02E-07,0
18/05/2017,5,1.11,0,0.144782609,0,0.748043478,0,0.361956522,0,8.00E-14,1.17E-06,0,8.99E-07,0
18/05/2017,6,1.12,0,0.146086957,0,0.754782609,0,0.365217391,0,7.40E-14,1.12E-06,0,8.62E-07,0
18/05/2017,7,0.86,0,0.112173913,0,0.579565217,0,0.280434783,0,3.12E-14,5.85E-07,0,4.46E-07,0
18/05/2017,8,1.6,0.462243,0.148403087,0.462243,0.766749283,0,0.371007717,0,1.76E-14,5.46E-07,0,4.15E-07,0
18/05/2017,9,0.41,1.256603,0.285300964,0.41,6.50E-15,0.713252411,0,9.09E-15,0,0,3.16E-07,0,3.16E-07
18/05/2017,10,3.33,2.067908,0.164620696,2.067908,0.850540261,0,0.411551739,0,2.05E-14,6.70E-07,0,5.04E-07,0
18/05/2017,11,0.4,2.452077,0.656059765,0.4,1.58E-13,1.640149413,0,2.58E-13,0,0,0.213759114,0,0.128255468
18/05/2017,12,0.4,2.446768,0.654511951,0.4,8.63E-15,1.636279876,0,1.41E-14,0,0,0.211690449,0,0.127014269
18/05/2017,13,0.44,2.191376,0.569557939,0.44,2.29E-17,1.423894846,0,3.70E-17,0,0,0.09814884,0,0.058889304
18/05/2017,14,0.47,1.643473,0.392294893,0.47,6.05E-15,0.980737232,0,9.01E-15,0,0,4.29E-07,0,4.01E-07
18/05/2017,15,0.53,0.919086,0.142099071,0.53,1.32E-13,0.355247679,0,7.13E-14,0,0,9.79E-07,0,8.12E-07
18/05/2017,16,0.58,0.035426,0.071031391,0.035426,0.366995522,0,0.177578478,0,1.22E-13,1.02E-06,0,7.88E-07,0
18/05/2017,17,0.62,0,0.080869565,0,0.417826087,0,0.202173913,0,7.85E-14,8.25E-07,0,6.43E-07,0
18/05/2017,18,0.58,0,0.075652174,0,0.390869565,0,0.189130435,0,8.14E-14,8.18E-07,0,6.47E-07,0
18/05/2017,19,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
18/05/2017,20,1.63,0,0.20948156,0,1.106296101,0,0.523703899,0,1.11E-21,0.008241307,0,0.007192413,0
18/05/2017,21,0.41,0,0.053478261,0,0.276304348,0,0.133695652,0,9.39E-14,7.50E-07,0,5.84E-07,0
18/05/2017,22,0.37,0,0.04826087,0,0.249347826,0,0.120652174,0,6.10E-14,5.67E-07,0,4.41E-07,0
18/05/2017,23,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
19/05/2017,0,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
19/05/2017,1,0.39,0,0.050869565,0,0.262826087,0,0.127173913,0,3.46E-13,1.38E-06,0,1.08E-06,0
19/05/2017,2,0.32,0,0.04173913,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
19/05/2017,3,0.34,0,0.044347826,0,0.229130435,0,0.110869565,0,6.68E-14,5.46E-07,0,4.22E-07,0
19/05/2017,4,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
19/05/2017,5,0.28,0,0.036521739,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
19/05/2017,6,0.28,0,0.036521739,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
19/05/2017,7,0.48,0,0.062608696,0,0.323478261,0,0.156521739,0,1.16E-13,9.20E-07,0,7.15E-07,0
19/05/2017,8,0.36,0.503922,0.062898273,0.342487205,0.017512795,0.157245682,0,4.23E-14,0,0,2.53E-07,0,2.61E-07
19/05/2017,9,0.38,1.45679,0.358325357,0.38,1.44E-14,0.895813393,0,2.21E-14,0,0,5.14E-07,0,5.59E-07
19/05/2017,10,0.36,2.028117,0.542951792,0.36,2.42E-15,1.357379481,0,3.94E-15,0,0,0.062589547,0,0.037553728
19/05/2017,11,0.4,2.323488,0.618570227,0.4,1.50E-13,1.546425568,0,2.63E-13,0,0,0.163654094,0,0.098192456
19/05/2017,12,3.31,2.376465,0.12769287,2.331021328,0.659746497,0,0.319232176,0,3.07E-14,7.13E-07,0,5.45E-07,0
19/05/2017,13,0.26,2.114146,0.594272246,0.26,5.16E-17,1.485680616,0,8.97E-17,0,0,0.131179679,0,0.078707807
19/05/2017,14,0.26,1.469659,0.397176107,0.26,1.25E-14,0.992940268,0,2.12E-14,0,0,5.89E-07,0,5.96E-07
19/05/2017,15,0.31,1.027962,0.240737786,0.31,2.62E-14,0.601844464,0,3.81E-14,0,0,6.28E-07,0,6.69E-07
19/05/2017,16,0.27,0.05353,0.028235217,0.05353,0.145881957,0,0.070588043,0,2.94E-13,1.01E-06,0,7.81E-07,0
19/05/2017,17,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
19/05/2017,18,0.38,0,0.049565217,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
19/05/2017,19,0.44,0,0.057391304,0,0.296521739,0,0.143478261,0,2.73E-13,1.35E-06,0,1.06E-06,0
19/05/2017,20,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
19/05/2017,21,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
19/05/2017,22,0.46,0,0.06,0,0.31,0,0.15,0,2.00E-13,1.17E-06,0,9.06E-07,0
19/05/2017,23,0.43,0,0.056086957,0,0.289782609,0,0.140217391,0,1.24E-13,8.81E-07,0,6.85E-07,0
20/05/2017,0,0.37,0,0.04826087,0,0.249347826,0,0.120652174,0,6.10E-14,5.67E-07,0,4.41E-07,0
20/05/2017,1,0.38,0,0.049565217,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
20/05/2017,2,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
20/05/2017,3,0.39,0,0.050869565,0,0.262826087,0,0.127173913,0,3.46E-13,1.38E-06,0,1.08E-06,0
20/05/2017,4,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
20/05/2017,5,0.32,0,0.04173913,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
20/05/2017,6,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
20/05/2017,7,0.55,0,0.07173913,0,0.370652174,0,0.179347826,0,8.40E-14,8.37E-07,0,6.49E-07,0
20/05/2017,8,0.31,0.024486,0.037240957,0.024486,0.192411609,0,0.093102391,0,2.01E-13,9.49E-07,0,7.36E-07,0
20/05/2017,9,0.37,0.192343,0.023172652,0.192343,0.11972537,0,0.05793163,0,5.04E-13,1.15E-06,0,8.99E-07,0
20/05/2017,10,0.32,0.245676,0.010582864,0.238864708,0.054678132,0,0.02645716,0,9.46E-13,1.21E-06,0,9.45E-07,0
20/05/2017,11,0.31,0.272034,0.006486712,0.260268543,0.033514677,0,0.016216779,0,8.70E-13,9.00E-07,0,7.07E-07,0
20/05/2017,12,0.36,0.249119,0.014922299,0.24559571,0.077098543,0,0.037305747,0,5.57E-13,1.10E-06,0,8.66E-07,0
20/05/2017,13,0.38,0.237523,0.018583957,0.237523,0.096017109,0,0.046459891,0,6.09E-13,1.24E-06,0,9.61E-07,0
20/05/2017,14,0.4,0.117588,0.036836348,0.117588,0.19032113,0,0.09209087,0,6.62E-14,5.58E-07,0,4.30E-07,0
20/05/2017,15,0.34,0.192685,0.019215,0.192685,0.0992775,0,0.0480375,0,6.29E-13,1.16E-06,0,9.11E-07,0
20/05/2017,16,0.38,0,0.049565217,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
20/05/2017,17,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
20/05/2017,18,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
20/05/2017,19,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
20/05/2017,20,0.4,0,0.052173913,0,0.269565217,0,0.130434783,0,9.36E-14,7.27E-07,0,5.71E-07,0
20/05/2017,21,0.5,0,0.065217391,0,0.336956522,0,0.163043478,0,9.90E-14,8.94E-07,0,7.00E-07,0
20/05/2017,22,0.53,0,0.069130435,0,0.357173913,0,0.172826087,0,7.95E-14,8.04E-07,0,6.26E-07,0
20/05/2017,23,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
21/05/2017,0,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
21/05/2017,1,0.43,0,0.056086957,0,0.289782609,0,0.140217391,0,1.24E-13,8.81E-07,0,6.85E-07,0
21/05/2017,2,0.38,0,0.049565217,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
21/05/2017,3,0.33,0,0.043043478,0,0.222391304,0,0.107608696,0,6.52E-14,5.31E-07,0,4.09E-07,0
21/05/2017,4,0.37,0,0.04826087,0,0.249347826,0,0.120652174,0,6.10E-14,5.67E-07,0,4.41E-07,0
21/05/2017,5,0.31,0,0.040434783,0,0.208913043,0,0.101086957,0,8.52E-14,5.97E-07,0,4.59E-07,0
21/05/2017,6,0.31,0,0.040434783,0,0.208913043,0,0.101086957,0,8.52E-14,5.97E-07,0,4.59E-07,0
21/05/2017,7,0.49,0,0.063913043,0,0.330217391,0,0.159782609,0,1.04E-13,8.89E-07,0,6.95E-07,0
21/05/2017,8,0.39,0.285655,0.014420467,0.279443085,0.074505747,0,0.036051168,0,4.01E-13,9.05E-07,0,7.07E-07,0
21/05/2017,9,0.32,0.170134,0.019547739,0.170134,0.100996652,0,0.048869348,0,1.13E-13,5.17E-07,0,3.98E-07,0
21/05/2017,10,0.32,0.146194,0.022670348,0.146194,0.11713013,0,0.05667587,0,1.05E-13,5.49E-07,0,4.23E-07,0
21/05/2017,11,1.75,0.364642,0.18069887,0.364642,0.933610826,0,0.451747174,0,3.82E-14,9.33E-07,0,7.17E-07,0
21/05/2017,12,0.55,0.223203,0.042625696,0.223203,0.220232761,0,0.106564239,0,1.79E-13,1.01E-06,0,7.81E-07,0
21/05/2017,13,4.13,0.659687,0.346620036,0.659687,2.603762909,0,0.866550091,0,2.93E-22,0.279431873,0,0.243867816,0
21/05/2017,14,0.5,0.840022,0.125364214,0.5,1.79E-13,0.313410536,0,7.92E-14,0,0,9.21E-07,0,7.89E-07
21/05/2017,15,0.36,0.499139,0.062018416,0.340214241,0.019785759,0.15504604,0,5.37E-14,0,0,2.55E-07,0,2.64E-07
21/05/2017,16,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
21/05/2017,17,0.41,0,0.053478261,0,0.276304348,0,0.133695652,0,9.39E-14,7.50E-07,0,5.84E-07,0
21/05/2017,18,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
21/05/2017,19,0.46,0,0.06,0,0.31,0,0.15,0,2.00E-13,1.17E-06,0,9.06E-07,0
21/05/2017,20,0.5,0,0.065217391,0,0.336956522,0,0.163043478,0,9.90E-14,8.94E-07,0,7.00E-07,0
21/05/2017,21,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
21/05/2017,22,0.42,0,0.054782609,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
21/05/2017,23,0.55,0,0.07173913,0,0.370652174,0,0.179347826,0,8.40E-14,8.37E-07,0,6.49E-07,0
22/05/2017,0,0.37,0,0.04826087,0,0.249347826,0,0.120652174,0,6.10E-14,5.67E-07,0,4.41E-07,0
22/05/2017,1,0.4,0,0.052173913,0,0.269565217,0,0.130434783,0,9.36E-14,7.27E-07,0,5.71E-07,0
22/05/2017,2,0.48,0,0.062608696,0,0.323478261,0,0.156521739,0,1.16E-13,9.20E-07,0,7.15E-07,0
22/05/2017,3,0.46,0,0.06,0,0.31,0,0.15,0,2.00E-13,1.17E-06,0,9.06E-07,0
22/05/2017,4,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
22/05/2017,5,0.36,0,0.046956522,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
22/05/2017,6,0.39,0,0.050869565,0,0.262826087,0,0.127173913,0,3.46E-13,1.38E-06,0,1.08E-06,0
22/05/2017,7,0.32,0,0.04173913,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
22/05/2017,8,1.67,0.003716,0.212185411,0.003716,1.135820473,0,0.530463527,0,3.95E-24,0.013588157,0,0.011858755,0
22/05/2017,9,0.58,0.088468,0.06411287,0.088468,0.331249826,0,0.160282174,0,5.58E-14,6.42E-07,0,5.01E-07,0
22/05/2017,10,0.43,1.603001,0.390857464,0.43,1.10E-14,0.977143661,0,1.68E-14,0,0,5.67E-07,0,5.98E-07
22/05/2017,11,0.29,1.967017,0.543505729,0.29,6.18E-18,1.358764322,0,9.80E-18,0,0,0.063329886,0,0.037997932
22/05/2017,12,0.37,0.293008,0.01124681,0.283774456,0.058108519,0,0.028117025,0,4.72E-13,8.68E-07,0,6.78E-07,0
22/05/2017,13,1.15,1.174945,0.118021967,0.879890082,0.270109918,0.295054918,0,6.03E-14,0,0,4.19E-07,0,5.11E-07
22/05/2017,14,1.2,0.371835,0.108021522,0.371835,0.558111196,0,0.270053804,0,2.28E-14,5.58E-07,0,4.34E-07,0
22/05/2017,15,0.49,0.162206,0.042755739,0.162206,0.220904652,0,0.106889348,0,2.38E-13,1.07E-06,0,8.42E-07,0
22/05/2017,16,0.38,0,0.049565217,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
22/05/2017,17,1.3,0,0.169565217,0,0.876086957,0,0.423913043,0,2.70E-14,7.12E-07,0,5.43E-07,0
22/05/2017,18,1.31,0,0.170869565,0,0.882826087,0,0.427173913,0,3.26E-14,7.85E-07,0,5.96E-07,0
22/05/2017,19,1.03,0,0.134347826,0,0.694130435,0,0.335869565,0,1.13E-13,1.35E-06,0,1.05E-06,0
22/05/2017,20,1.09,0,0.142173913,0,0.734565217,0,0.355434783,0,7.98E-14,1.17E-06,0,9.03E-07,0
22/05/2017,21,1.44,0,0.187826087,0,0.970434783,0,0.469565217,0,2.60E-14,7.90E-07,0,6.06E-07,0
22/05/2017,22,1.32,0,0.172173913,0,0.889565217,0,0.430434783,0,3.24E-14,7.84E-07,0,5.96E-07,0
22/05/2017,23,0.5,0,0.065217391,0,0.336956522,0,0.163043478,0,9.90E-14,8.94E-07,0,7.00E-07,0
23/05/2017,0,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
23/05/2017,1,0.52,0,0.067826087,0,0.350434783,0,0.169565217,0,8.97E-14,8.49E-07,0,6.61E-07,0
23/05/2017,2,0.49,0,0.063913043,0,0.330217391,0,0.159782609,0,1.04E-13,8.89E-07,0,6.95E-07,0
23/05/2017,3,0.45,0,0.058695652,0,0.30326087,0,0.14673913,0,1.90E-13,1.14E-06,0,8.86E-07,0
23/05/2017,4,0.49,0,0.063913043,0,0.330217391,0,0.159782609,0,1.04E-13,8.89E-07,0,6.95E-07,0
23/05/2017,5,0.48,0,0.062608696,0,0.323478261,0,0.156521739,0,1.16E-13,9.20E-07,0,7.15E-07,0
23/05/2017,6,0.83,0,0.10826087,0,0.559347826,0,0.270652174,0,2.64E-14,5.25E-07,0,4.04E-07,0
23/05/2017,7,1.13,0,0.147391304,0,0.761521739,0,0.368478261,0,7.57E-14,1.14E-06,0,8.70E-07,0
23/05/2017,8,1.31,0.067434,0.162073826,0.067434,0.837381435,0,0.405184565,0,1.69E-14,5.77E-07,0,4.48E-07,0
23/05/2017,9,0.83,0.428699,0.052343609,0.428699,0.270441978,0,0.130859022,0,6.81E-14,6.69E-07,0,5.21E-07,0
23/05/2017,10,3.85,0.314628,0.351468175,0.314628,2.656701563,0,0.878670437,0,1.70E-22,0.28901904,0,0.252234798,0
23/05/2017,11,1.65,0.128507,0.198455609,0.128507,1.025353978,0,0.496139022,0,4.24E-14,9.96E-07,0,7.74E-07,0
23/05/2017,12,1.79,0.301823,0.194110043,0.301823,1.002901891,0,0.485275109,0,1.35E-14,5.48E-07,0,4.23E-07,0
23/05/2017,13,0.34,0.157247,0.023837348,0.157247,0.12315963,0,0.05959337,0,9.58E-14,5.28E-07,0,4.06E-07,0
23/05/2017,14,0.27,0.114825,0.020240217,0.114825,0.104574457,0,0.050600543,0,6.55E-13,1.33E-06,0,1.03E-06,0
23/05/2017,15,0.27,0.082334,0.024478174,0.082334,0.126470565,0,0.061195435,0,5.46E-13,1.26E-06,0,9.87E-07,0
23/05/2017,16,0.35,0,0.045652174,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
23/05/2017,17,0.33,0,0.043043478,0,0.222391304,0,0.107608696,0,6.52E-14,5.31E-07,0,4.09E-07,0
